id_str,created_at,retweeted_status.user.screen_name,text,entities.user_mentions.0.screen_name,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.urls.0.url,entities.media.0.media_url,retweet_count
635028899735298048,Sat Aug 22 10:01:02 +0000 2015,"","In the ruins of a Syrian city, one woman’s courage endures http://t.co/y26e0Ygpv1","","","","",http://t.co/y26e0Ygpv1,"",92
635001464935477248,Sat Aug 22 08:12:01 +0000 2015,"",4-month-old baby Pyae Sone Aye at a temporary shelter for #MyanmarFlood-affected families. @UnicefAsiaPac http://t.co/FZf225XJMp,UnicefAsiaPac,MyanmarFlood,"","","",http://pbs.twimg.com/media/CM9VrMIWUAA7IN4.jpg,132
634968499723460608,Sat Aug 22 06:01:02 +0000 2015,"",An average of 8 #YemenChildren have been killed or injured every day since conflict escalated 4 months ago http://t.co/841ukCpR2b,"",YemenChildren,"","",http://t.co/841ukCpR2b,"",159
634939320806170624,Sat Aug 22 04:05:05 +0000 2015,"",Rahmatou &amp; 2 week-old Ousman reunited w/ baby’s father after #Ebola quarantine in Sierra Leone village. @UNICEFSL http://t.co/jyXuT0UJo8,UNICEFSL,Ebola,"","","",http://pbs.twimg.com/media/CM9VZ4DWIAA-rGI.jpg,145
634925472401395712,Sat Aug 22 03:10:03 +0000 2015,"",How we’re protecting vulnerable children in #SierraLeone's latest #Ebola outbreak http://t.co/GHyDagt7jv via @HuffPostUk @davidnbull,HuffPostUK,SierraLeone,Ebola,"",http://t.co/GHyDagt7jv,"",107
634910383115890688,Sat Aug 22 02:10:06 +0000 2015,"","Once, Simon from Kenya couldn’t go to college. Now, he’s educating a whole community: http://t.co/NjYpScpJCW via @GlblCtzn",GlblCtzn,"","","",http://t.co/NjYpScpJCW,"",86
634896549642829825,Sat Aug 22 01:15:07 +0000 2015,"",Who are the 'left behind children' around the world? Find out: http://t.co/V5lNdxYAAC via @BBCWorld,BBCWorld,"","","",http://t.co/V5lNdxYAAC,"",124
634878921788395520,Sat Aug 22 00:05:05 +0000 2015,"",Over 1.3m #SouthSudan children in conflict areas receive polio vaccines from @UNICEF &amp; partners @unicefssudan http://t.co/e03ahKCX3O,UNICEF,SouthSudan,"","","",http://pbs.twimg.com/media/CM9SeDfWgAEse7r.jpg,217
634866325337169920,Fri Aug 21 23:15:01 +0000 2015,"",We’re looking for a Digital Specialist to join our social engagement team at NYHQ: http://t.co/T9Z2KgFmVZ #jobs,"",jobs,"","",http://t.co/T9Z2KgFmVZ,"",79
634851246331957249,Fri Aug 21 22:15:06 +0000 2015,"","Meet Mariam Toure, one of the many social mobilizers fighting #Ebola on the frontlines http://t.co/ri5QYp6bO7 via @HuffPost",HuffPost,Ebola,"","",http://t.co/ri5QYp6bO7,"",77
634835136903680000,Fri Aug 21 21:11:05 +0000 2015,"",It’s #FriYAY! What are you looking forward to this weekend? @UNICEFSL http://t.co/0gpCwszwsA,UNICEFSL,FriYAY,"","","",http://pbs.twimg.com/media/CM9SF1eWUAQZNpi.jpg,172
634804699854561280,Fri Aug 21 19:10:09 +0000 2015,"",Want to work for UNICEF &amp; have 2-5 yrs professional experience? Check out our New &amp; Emerging Talent Initiative: http://t.co/CrjnDHjI2O #jobs,"",jobs,"","",http://t.co/CrjnDHjI2O,"",113
634789588578398209,Fri Aug 21 18:10:06 +0000 2015,"",#YemenChildren at serious risk after bombing of vital port http://t.co/Xc0SfuoGj8 via @GDNdevelopment,GdnDevelopment,YemenChildren,"","",http://t.co/Xc0SfuoGj8,"",96
634775759324733440,Fri Aug 21 17:15:09 +0000 2015,"",#Yemen: More than 1.3m people have been forced to flee their homes #YemenChildren http://t.co/3Pjbogvi9E,"",Yemen,YemenChildren,"","",http://pbs.twimg.com/media/CM8fpmuWgAAUNDS.jpg,194
634757415263535108,Fri Aug 21 16:02:15 +0000 2015,"",The #Yemen humanitarian crisis in 5 key points: http://t.co/gYDZ1tejhr via @BBCWorld,BBCWorld,Yemen,"","",http://t.co/gYDZ1tejhr,"",146
634757404878589952,Fri Aug 21 16:02:13 +0000 2015,"",A huge congratulations to #Malala and all students celebrating school exam results!  https://t.co/3zdled11F4,"",Malala,"","",https://t.co/3zdled11F4,"",641
634742468836089856,Fri Aug 21 15:02:52 +0000 2015,"",Critical needs of #YemenChildren devastated by conflict are vast and the emergency response is underfunded http://t.co/841ukCpR2b,"",YemenChildren,"","",http://t.co/841ukCpR2b,"",85
634739200026374144,Fri Aug 21 14:49:52 +0000 2015,UNICEFGuinea,"RT @UNICEFGuinea: Mariam fights ongoing #Ebola outbreak w/ shock, comfort &amp; poetry http://t.co/XK2BRavMi1  #WHD2015 #ShareHumanity http://t…",UNICEFGuinea,Ebola,WHD2015,ShareHumanity,http://t.co/XK2BRavMi1,http://pbs.twimg.com/media/CM8LdEdWwAAvGLf.jpg,113
634735640731615232,Fri Aug 21 14:35:44 +0000 2015,UNICEFSL,RT @UNICEFSL: #HappyFriday http://t.co/hQDbmyh4Re,UNICEFSL,HappyFriday,"","","",http://pbs.twimg.com/media/CM7v6EpU8AIAWtx.jpg,161
634727429978742785,Fri Aug 21 14:03:06 +0000 2015,"",One minute is worth a thousand words for these young Ukrainians displaced by conflict http://t.co/7nyuKUqBm4,"","","","",http://t.co/7nyuKUqBm4,"",96
634712070559166464,Fri Aug 21 13:02:04 +0000 2015,"","“I felt that no one cared whether I went to school or did well in life” Samira, 15 @UNICEFmena http://t.co/8v3S9T2D6v",UNICEFmena,"","","","",http://pbs.twimg.com/media/CM4SJgJWcAASuYB.png,173
634689157609029632,Fri Aug 21 11:31:01 +0000 2015,"","“I want to be an educated woman. I want to help the people of South Sudan.” Tabitha, 17 @unicefssudan http://t.co/JEEi82YwGJ",unicefssudan,"","","","",http://pbs.twimg.com/media/CM4WJt0WwAAfD7J.jpg,278
634658966908235777,Fri Aug 21 09:31:03 +0000 2015,"",Rahmatou &amp; 2 week-old Ousman reunited w/ baby’s father after #Ebola quarantine in Sierra Leone village. @UNICEFSL http://t.co/kV5c6GxGiZ,UNICEFSL,Ebola,"","","",http://pbs.twimg.com/media/CM4W6_eW8AAAp44.jpg,117
634628780359745536,Fri Aug 21 07:31:06 +0000 2015,"",How we’re working around the clock to provide #YemenChildren &amp; families with clean water http://t.co/kapIxjaM2i,"",YemenChildren,"","",http://t.co/kapIxjaM2i,"",115
634598583962984449,Fri Aug 21 05:31:07 +0000 2015,"",12k new arrivals at #SouthSudan protected camp in Malakal. Most are women and children @UNICEFssudan http://t.co/jigsVTUBM8,unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/CM4V4ZqWUAAownb.jpg,140
634568381329313792,Fri Aug 21 03:31:06 +0000 2015,"",Yemeni children are hit hard by recent conflict - and the numbers proving it are staggering http://t.co/841ukCpR2b #YemenChildren,"",YemenChildren,"","",http://t.co/841ukCpR2b,"",107
634555793421938688,Fri Aug 21 02:41:05 +0000 2015,"",Clean water saves lives - we're delivering safe drinking water to over 400k people in #SouthSudan @UNICEFssudan http://t.co/ygA8zl6qki,unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/CM4Tk_pWUAE7l9c.jpg,244
634540685966729216,Fri Aug 21 01:41:03 +0000 2015,"",One minute is worth a thousand words for these young Ukrainians displaced by conflict http://t.co/7nyuKUqBm4,"","","","",http://t.co/7nyuKUqBm4,"",98
634530636892536833,Fri Aug 21 01:01:07 +0000 2015,"","Watch our child protection chief’s @TEDTalks on stopping child labour, trafficking, and abuse worldwide http://t.co/Hc4MOaSLsH #ENDviolence",TEDTalks,ENDviolence,"","",http://t.co/Hc4MOaSLsH,"",113
634523077498417152,Fri Aug 21 00:31:05 +0000 2015,"",1.8m #YemenChildren are likely to suffer from some form of malnutrition by the end of the year http://t.co/5MbK5Q94vK,"",YemenChildren,"","","",http://pbs.twimg.com/media/CM3qlUJWUAAtv3Z.jpg,227
634507977043542016,Thu Aug 20 23:31:04 +0000 2015,"",Passionate about digital? We’re looking for a Digital Engagement and Marketing Strategist. Apply by 26 August: http://t.co/VGdwV1RO1j #jobs,"",jobs,"","",http://t.co/VGdwV1RO1j,"",63
634492887334412288,Thu Aug 20 22:31:07 +0000 2015,"",‘Headphones are a girl’s best friend’ - street harassment through the eyes of a @VoicesofYouth blogger in #Egypt http://t.co/wNcRfQbgkp,voicesofyouth,Egypt,"","",http://t.co/wNcRfQbgkp,"",86
634485332994453504,Thu Aug 20 22:01:06 +0000 2015,"",A girl in the #MENA region is 25% more likely to be #outofschool than a boy @UNICEFmena http://t.co/N4ZS5IePHY,UNICEFmena,MENA,outofschool,"","",http://pbs.twimg.com/media/CM4RtpFWgAAkXEQ.png,168
634477769221537792,Thu Aug 20 21:31:02 +0000 2015,"",No room for complacency as #SierraLeone approaches zero with only two confirmed #Ebola patients http://t.co/8HE4N2urNB,"",SierraLeone,Ebola,"",http://t.co/8HE4N2urNB,"",92
634462922308124672,Thu Aug 20 20:32:03 +0000 2015,"","Now in #Kenya, 17 y/o Esther dreams of becoming #SouthSudan’s first female neurosurgeon http://t.co/ty2c8DDQkc via @UNHCR",unhcr,Kenya,SouthSudan,"",http://t.co/ty2c8DDQkc,"",135
634455144575336449,Thu Aug 20 20:01:08 +0000 2015,"","Food shortage, lack of water &amp; low fuel creates ‘perfect storm’ in #Yemen, warns @WFP http://t.co/trhVzNOOOH via @BBCWorld",WFP,Yemen,"","",http://t.co/trhVzNOOOH,"",115
634447840312332288,Thu Aug 20 19:32:07 +0000 2015,"","At least 3,600 schools in #Yemen have closed over the past 2 months - leaving 1.8m children #outofschool http://t.co/EdvUjJQeo2","",Yemen,outofschool,"","",http://pbs.twimg.com/media/CM3K7gPWEAAn2kY.jpg,364
634440290607099904,Thu Aug 20 19:02:07 +0000 2015,"",Want to work for UNICEF? Check out our New &amp; Emerging Talent Initiative (NETI). Apply by 1 September http://t.co/CrjnDHjI2O #jobs,"",jobs,"","",http://t.co/CrjnDHjI2O,"",92
634435460325068804,Thu Aug 20 18:42:55 +0000 2015,voicesofyouth,"RT @voicesofyouth: This 14-year-old shares her story about #depression and #suicide, to help other teenagers. So courageous, thank you! htt…",voicesofyouth,depression,suicide,"",http://t.co/TPli0aBn3K,"",92
634433223519416320,Thu Aug 20 18:34:02 +0000 2015,"","""I had problems making new friends, but the children’s corner helped me meet new people” @MalawiUNICEF http://t.co/OkUEaZjyim",MalawiUNICEF,"","","","",http://pbs.twimg.com/media/CM2zEhnWsAAqwUK.jpg,120
634417390621560833,Thu Aug 20 17:31:07 +0000 2015,"",1.8m #YemenChildren likely to suffer from malnutrition by the end of the year http://t.co/RDwuSqyHX6 via @XHNews,XHNews,YemenChildren,"","",http://t.co/RDwuSqyHX6,"",106
634403778976948225,Thu Aug 20 16:37:02 +0000 2015,unicefssudan,RT @unicefssudan: Clean water saves lives - we're delivering safe drinking water to over 400k people in #SouthSudan http://t.co/EvXsobam1m,unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/CM1zQ4WWwAAnQkB.jpg,146
634402273540509696,Thu Aug 20 16:31:03 +0000 2015,"",12k new arrivals at #SouthSudan protected camp in Malakal. Most are women and children @UNICEFssudan http://t.co/81BVrtiwV3,unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/CM2y0bkW8AAopv9.jpg,130
634394742604730370,Thu Aug 20 16:01:07 +0000 2015,"",Thanks to Olympic swimmer @ranomikromo for inspiring &amp; helping children in Brazil! #TeamUNICEF @unicefbrasil http://t.co/eh7821KR9Y,ranomikromo,TeamUNICEF,"","","",http://pbs.twimg.com/media/CM3J_iAWIAA2Gbb.png,81
634387174389972992,Thu Aug 20 15:31:03 +0000 2015,"","“One of the days that I will not forget is when the tanks entered my village” Dina, 11, of #Gaza #51days51children http://t.co/ZV92SS9JFk","",Gaza,51days51children,"","",http://pbs.twimg.com/media/CMzPuEvXAAE0x6F.jpg,157
634368059390607360,Thu Aug 20 14:15:06 +0000 2015,"",We’re looking for a Digital Specialist to join our social engagement team at NYHQ: http://t.co/T9Z2KgFmVZ #jobs,"",jobs,"","",http://t.co/T9Z2KgFmVZ,"",73
634364159690412032,Thu Aug 20 13:59:36 +0000 2015,voicesofyouth,RT @voicesofyouth: Haters gonna hate. Check http://t.co/6cjlYm5Dsi and join the movement http://t.co/yG7Wqy26u9,voicesofyouth,"","","",http://t.co/6cjlYm5Dsi,http://pbs.twimg.com/media/CM2zgAWWwAAh_Zo.png,88
634349440162131970,Thu Aug 20 13:01:06 +0000 2015,"",An average of 8 children are being killed or maimed every day in #Yemen as direct result of conflict #YemenChildren http://t.co/Np0MAB9Em6,"",Yemen,YemenChildren,"","",http://pbs.twimg.com/media/CMzQTrvWIAI2TPJ.jpg,291
634341880138829827,Thu Aug 20 12:31:04 +0000 2015,"",1.6m internally displaced by #SouthSudan conflict. Over half are children http://t.co/cxanGho4JO  @UNICEFssudan http://t.co/1dloz6rAqj,unicefssudan,SouthSudan,"","",http://t.co/cxanGho4JO,http://pbs.twimg.com/media/CMzRg0vWwAEfQm2.jpg,157
634305132461600769,Thu Aug 20 10:05:03 +0000 2015,"",4-month-old baby Pyae Sone Aye at a temporary shelter for #MyanmarFlood-affected families. @UnicefAsiaPac http://t.co/3u0x6OB5iL,UnicefAsiaPac,MyanmarFlood,"","","",http://pbs.twimg.com/media/CMzUjeIW8AAWmPQ.jpg,99
634273923463426048,Thu Aug 20 08:01:02 +0000 2015,"","“Everything is gone. What remains are only memories. Please stop the war” Ommar, 13. #YemenChildren @UNICEF_Yemen http://t.co/TDnMyZhkI5",UNICEF_Yemen,YemenChildren,"","","",http://pbs.twimg.com/media/CMzSBqpWwAAdLpQ.jpg,316
634247515328540672,Thu Aug 20 06:16:06 +0000 2015,"",Jubilation! 500+ people are released from quarantine in #SierraLeone. @UNICEFSL http://t.co/8zVKxWBZgf,UNICEFSL,SierraLeone,"","","",http://pbs.twimg.com/media/CMzRPS1WcAI9nqt.jpg,131
634217072159911936,Thu Aug 20 04:15:07 +0000 2015,"","After being shot and declared dead, young Syrian helps rebuilds refugee lives in #Jordan http://t.co/yXWJOaaGV8 @UNFPA #ShareHumanity",UNFPA,Jordan,ShareHumanity,"",http://t.co/yXWJOaaGV8,"",85
634209500908556288,Thu Aug 20 03:45:02 +0000 2015,"","In war-torn #Yemen, mobile health teams help save lives &amp; prevent illness http://t.co/DrRYPGmSRL #YemenChildren #WHD2015","",Yemen,YemenChildren,WHD2015,http://t.co/DrRYPGmSRL,"",79
634201959457685505,Thu Aug 20 03:15:04 +0000 2015,"","“I don’t know how to swim in the sea yet, but I know how to make a mini pool” Hussein, 5, of #Gaza #51days51children http://t.co/fkmXS0F6H1","",Gaza,51days51children,"","",http://pbs.twimg.com/media/CMzOeMEWgAAlOQI.jpg,197
634194403326713856,Thu Aug 20 02:45:03 +0000 2015,"",“They call me teacher” How Abdulghani promotes good health in the midst of #Yemen’s crisis http://t.co/zA3Y06rNm6 #YemenChildren #WHD2015,"",Yemen,YemenChildren,WHD2015,http://t.co/zA3Y06rNm6,"",69
634186849964003328,Thu Aug 20 02:15:02 +0000 2015,"",The conflict in #Yemen has killed nearly 400 children since violence escalated in March: http://t.co/pTvrOhWB7I via @nytimes,nytimes,Yemen,"","",http://t.co/pTvrOhWB7I,"",104
634179313315676160,Thu Aug 20 01:45:05 +0000 2015,"","“I want to be an educated woman. I want to help the people of South Sudan.” Tabitha, 17 @unicefssudan #ShareHumanity http://t.co/1ZKcxP2lnJ",unicefssudan,ShareHumanity,"","","",http://pbs.twimg.com/media/CMzK1VMWIAE-maU.jpg,355
634171771701194752,Thu Aug 20 01:15:07 +0000 2015,"",We’re seeking a Digital Engagement and Marketing Strategist to join our team at NYHQ: http://t.co/VGdwV1RO1j #jobs,"",jobs,"","",http://t.co/VGdwV1RO1j,"",50
634164207286554624,Thu Aug 20 00:45:03 +0000 2015,"",Critical needs of #YemenChildren devastated by conflict are vast and the emergency response is underfunded http://t.co/841ukCpR2b #WHD2015,"",YemenChildren,WHD2015,"",http://t.co/841ukCpR2b,"",102
634156678326280192,Thu Aug 20 00:15:08 +0000 2015,"",.@UNICEFLebanon celebrates its local partners on #WorldHumanitarianDay: http://t.co/ll0rUyK7Ld #WHD2015,UNICEFLebanon,WorldHumanitarianDay,WHD2015,"",http://t.co/ll0rUyK7Ld,"",74
634153144042172416,Thu Aug 20 00:01:06 +0000 2015,"",#Yemen conflict is devastating children’s lives &amp; has terrifying consequences for their future http://t.co/98TdffbmsQ via @AJENews,AJENews,Yemen,"","",http://t.co/98TdffbmsQ,"",85
634149106726768640,Wed Aug 19 23:45:03 +0000 2015,"",We’re helping children survive &amp; thrive in #SouthSudan. #WHD2015 #ShareHumanity @unicefssudan http://t.co/pqT86hD714,unicefssudan,SouthSudan,WHD2015,ShareHumanity,"",http://pbs.twimg.com/media/CMzM9ThWIAE7T9E.jpg,173
634141570120290304,Wed Aug 19 23:15:06 +0000 2015,"",How we’re working around the clock to provide #YemenChildren &amp; families with clean water http://t.co/kapIxjaM2i #WHD2015 @UNICEFWater,UNICEFwater,YemenChildren,WHD2015,"",http://t.co/kapIxjaM2i,"",103
634135526438645760,Wed Aug 19 22:51:05 +0000 2015,"",What does World Humanitarian Day mean to UNICEF workers? http://t.co/pKFXcMXE7z via @UNICEF_uk #WHD2015 #ShareHumanity,UNICEF_uk,WHD2015,ShareHumanity,"",http://t.co/pKFXcMXE7z,"",81
634127963387138048,Wed Aug 19 22:21:02 +0000 2015,"",1.8m #YemenChildren are likely to suffer from some form of malnutrition by the end of the year http://t.co/85UR3NI8JC,"",YemenChildren,"","","",http://pbs.twimg.com/media/CMzKE24WcAAFkGF.jpg,312
634122931837075456,Wed Aug 19 22:01:03 +0000 2015,"","In the ruins of a Syrian city, one woman’s courage endures http://t.co/y26e0Ygpv1 #WHD2015 #ShareHumanity","",WHD2015,ShareHumanity,"",http://t.co/y26e0Ygpv1,"",93
634118903296192513,Wed Aug 19 21:45:02 +0000 2015,"",Nearly 400 children killed &amp; more than 600 injured since conflict escalated in #Yemen http://t.co/WIv9kAGArh via @Newsweek @lvzwestcott,Newsweek,Yemen,"","",http://t.co/WIv9kAGArh,"",156
634111609128878083,Wed Aug 19 21:16:03 +0000 2015,"",“No job is too small if you believe it'll help you grow” Meet Faye Balanon from @unicefphils http://t.co/5pJgN1W30O #WHD2015 #ShareHumanity,unicefphils,WHD2015,ShareHumanity,"",http://t.co/5pJgN1W30O,"",173
634106329913647106,Wed Aug 19 20:55:04 +0000 2015,"","“When I help get safe water for villages, that is my most satisfying moment” -Dereje #ShareHumanity @UNICEFEthiopia http://t.co/ZGzEOXV3V1",UNICEFEthiopia,ShareHumanity,"","","",http://pbs.twimg.com/media/CMzL5E4WoAIvJ4O.jpg,195
634101300783779840,Wed Aug 19 20:35:05 +0000 2015,"",The brutal war in #Yemen is killing or maiming 8 children every day: http://t.co/c2pCChSkJi via @BuzzFeedNews @HayesBrown,BuzzFeedNews,Yemen,"","",http://t.co/c2pCChSkJi,"",158
634092898145968128,Wed Aug 19 20:01:42 +0000 2015,"",Disabled children in poorer countries are being left out of primary #education http://t.co/HPoR7wcVB0 via @GDNdevelopment,GdnDevelopment,education,"","",http://t.co/HPoR7wcVB0,"",152
634088002336227328,Wed Aug 19 19:42:15 +0000 2015,"",#Yemen: Airstrike killing 13 teachers &amp; 4 of their children violates the values we should be celebrating on #WHD2015 http://t.co/GpOKN8JCAO,"",Yemen,WHD2015,"",http://t.co/GpOKN8JCAO,"",119
634086826098204673,Wed Aug 19 19:37:34 +0000 2015,"",Nearly 10m #YemenChildren are in urgent need of help. We urgently need funds to reach them #WHD2015 http://t.co/Y0brjY7UIp,"",YemenChildren,WHD2015,"","",http://pbs.twimg.com/media/CMy6m87XAAAnSCt.jpg,164
634080666687270912,Wed Aug 19 19:13:06 +0000 2015,Newsweek,"RT @Newsweek: Ten million children in conflict-torn Yemen need urgent humanitarian assistance, @UNICEF says http://t.co/gleS01Spq8 http://t…",Newsweek,"","","",http://t.co/gleS01Spq8,http://pbs.twimg.com/media/CMyyCswUwAAWoPr.jpg,137
634077965769437184,Wed Aug 19 19:02:22 +0000 2015,"","More than 1,000 #YemenChildren killed or injured during months of brutal conflict http://t.co/y4ft0Vg2ou via @Reuters",Reuters,YemenChildren,"","",http://t.co/y4ft0Vg2ou,"",105
634075560101216256,Wed Aug 19 18:52:48 +0000 2015,lang_lang,RT @lang_lang: It's not too late to #ShareHumanity and donate your social media feeds for #WorldHumanitarianDay today! http://t.co/SkHQLv0w…,lang_lang,ShareHumanity,WorldHumanitarianDay,"",http://t.co/SkHQLv0wiW,"",93
634072155899228160,Wed Aug 19 18:39:17 +0000 2015,"",Passionate about engaging audiences? We’re looking for a Digital Specialist. Apply by 26 August: http://t.co/T9Z2KgWYkz #jobs,"",jobs,"","",http://t.co/T9Z2KgWYkz,"",64
634065127134863360,Wed Aug 19 18:11:21 +0000 2015,MiaFarrow,RT @MiaFarrow: Ongoing conflict in Yemen is taking a devastating toll on children. Nearly 10M in urgent need of help  #unicef http://t.co/P…,MiaFarrow,unicef,"","","",http://pbs.twimg.com/media/CMx_PToUYAA9I38.jpg,218
634063464852508672,Wed Aug 19 18:04:45 +0000 2015,"",An average of 8 #YemenChildren have been killed or injured every day since conflict escalated 4 months ago http://t.co/841ukCHsqL,"",YemenChildren,"","",http://t.co/841ukCHsqL,"",230
634060873531817984,Wed Aug 19 17:54:27 +0000 2015,"",Happy World Humanitarian Day from @UNICEFSL! #ShareHumanity #WHD2015 http://t.co/Mk4Qejwmj3,UNICEFSL,ShareHumanity,WHD2015,"","",http://pbs.twimg.com/media/CMyjAUeWEAEDXo5.jpg,213
634041085904461824,Wed Aug 19 16:35:49 +0000 2015,"","At least 3,600 schools in #Yemen have closed over the past 2 months - leaving 1.8m children #outofschool http://t.co/wTillVKjDW","",Yemen,outofschool,"","",http://pbs.twimg.com/media/CMyRAhiWcAAaVJp.jpg,339
634027561023074304,Wed Aug 19 15:42:04 +0000 2015,CIFFchild,RT @CIFFchild: A community-based programme in #Nigeria is helping to #StopChildMalnutritionNigeria https://t.co/osNb2EOpCq http://t.co/EF4u…,CIFFchild,Nigeria,StopChildMalnutritionNigeria,"",https://t.co/osNb2EOpCq,http://pbs.twimg.com/media/CMma_bOW8AASBlZ.png,71
634026603484475393,Wed Aug 19 15:38:16 +0000 2015,UNICEF_Nigeria,RT @UNICEF_Nigeria: What does World Humanitarian Day mean to UNICEF workers? by Daniel Walden #ShareHumanity #WHD2015 @UNICEF_uk http://t.c…,UNICEF_Nigeria,ShareHumanity,WHD2015,"",http://t.co/zcEDffmICk,"",36
634026535557681152,Wed Aug 19 15:38:00 +0000 2015,"",“Education is what will give children a better future” Meet Iman Abdullah from @UNICEFiraq http://t.co/x2WFgMy5Ys #WHD2015 #ShareHumanity,UNICEFiraq,WHD2015,ShareHumanity,"",http://t.co/x2WFgMy5Ys,"",128
634023444993150976,Wed Aug 19 15:25:43 +0000 2015,"",At least 398 children killed and 605 injured as a result of conflict in #Yemen http://t.co/Y7BrsHyt8z #YemenChildren @UNICEFmedia,UNICEFmedia,Yemen,YemenChildren,"",http://t.co/Y7BrsHyt8z,"",170
634021440375930880,Wed Aug 19 15:17:45 +0000 2015,UNOCHA,"RT @UNOCHA: STARTING NOW: This #WHD2015, explore the power of innovation: http://t.co/qmnOoTxfW5 #ShareHumanity http://t.co/csI04gjnoC",UNOCHA,WHD2015,ShareHumanity,"",http://t.co/qmnOoTxfW5,http://pbs.twimg.com/media/CMc9Vn9WIAATKwr.jpg,141
634018407852175360,Wed Aug 19 15:05:42 +0000 2015,UNICEFSL,RT @UNICEFSL: Happy #WorldHumanitarianDay! #ShareHumanity http://t.co/7Ngl3oNbDN,UNICEFSL,WorldHumanitarianDay,ShareHumanity,"","",http://pbs.twimg.com/media/CMxrbHsWcAARgX_.jpg,177
634016247152267264,Wed Aug 19 14:57:07 +0000 2015,UNICEFEthiopia,"RT @UNICEFEthiopia: When I help get safe water supply for villages, that is my most satisfying moment” Dereje Abdeta #ShareHumanity http://…",UNICEFEthiopia,ShareHumanity,"","","",http://pbs.twimg.com/media/CMsqM4FVAAAhLMy.jpg,100
634015303207403520,Wed Aug 19 14:53:22 +0000 2015,UNICEF_uk,"RT @UNICEF_uk: #WorldHumanitarianDay: “If we don’t do this, who else is going to?” Sheema @UnicefSomalia http://t.co/DCcrR9bnYA http://t.co…",UNICEF_uk,WorldHumanitarianDay,"","",http://t.co/DCcrR9bnYA,http://pbs.twimg.com/media/CMwULTyUsAAE0Q-.jpg,162
634014229453008898,Wed Aug 19 14:49:06 +0000 2015,unicefssudan,"RT @unicefssudan: “The young people, they like peace, they don’t like violence."" #ShareHumanity http://t.co/5zc2czb8v0 http://t.co/Rwp7Yb3m…",unicefssudan,ShareHumanity,"","",http://t.co/5zc2czb8v0,http://pbs.twimg.com/media/CMwxe7nWUAAUgUR.jpg,139
634013821980516352,Wed Aug 19 14:47:29 +0000 2015,UNICEF_Liberia,RT @UNICEF_Liberia: Lets remember those who lost lives in humanitarian service &amp; those who continue to contribute #ShareHumanity #WHD2015 h…,UNICEF_Liberia,ShareHumanity,WHD2015,"","",http://pbs.twimg.com/media/CMw99GYUYAAqKuz.jpg,86
634005840308105216,Wed Aug 19 14:15:46 +0000 2015,UN,RT @UN: Humanity. Neutrality. Impartiality. Independence - 4 humanitarian principles: http://t.co/yaoN4W8Zra  #sharehumanity http://t.co/w0…,UN,sharehumanity,"","",http://t.co/yaoN4W8Zra,http://pbs.twimg.com/media/BvaTOXOIYAA7wUN.jpg,746
633871006860451840,Wed Aug 19 05:19:59 +0000 2015,"",Jubilation! 500+ people are released from quarantine in #SierraLeone. @UNICEFSL http://t.co/D7QyxOf3H0,UNICEFSL,SierraLeone,"","","",http://pbs.twimg.com/media/CMv2Un_WcAAF1oo.jpg,136
633856410602860544,Wed Aug 19 04:21:59 +0000 2015,"","“Everything is gone. What remains are only memories. Please stop the war” Ommar, 13. #YemenChildren @UNICEF_Yemen http://t.co/RKGgAr79EG",UNICEF_Yemen,YemenChildren,"","","",http://pbs.twimg.com/media/CMvpDAzWgAAf0gY.jpg,375
633841056229015552,Wed Aug 19 03:20:58 +0000 2015,"","Meet #Gaza teens Fares &amp; Fahed, who’ve reimagined their destroyed neighbourhood as a playground for ‘parkour’ http://t.co/kqSWKRUZwz","",Gaza,"","",http://t.co/kqSWKRUZwz,"",106
633824449528242176,Wed Aug 19 02:14:59 +0000 2015,"",Support is needed for the more than 18k children who have lost one or both parents to #Ebola http://t.co/xBkcXvujeb #EbolaResponse,"",Ebola,EbolaResponse,"",http://t.co/xBkcXvujeb,"",115
633814887341420548,Wed Aug 19 01:36:59 +0000 2015,"",80% of children in war-torn #Yemen - 10 million - are in need of humanitarian assistance http://t.co/MZAzYycjm6 #YemenChildren,"",Yemen,YemenChildren,"",http://t.co/MZAzYycjm6,"",149
633799801377812480,Wed Aug 19 00:37:02 +0000 2015,"",An average of 8 children are being killed or maimed every day in #Yemen as direct result of conflict: http://t.co/Y7BrsHyt8z #YemenChildren,"",Yemen,YemenChildren,"",http://t.co/Y7BrsHyt8z,"",403
633794253014085632,Wed Aug 19 00:14:59 +0000 2015,"",Nearly 400 children killed &amp; over 600 others injured since violence escalated in #Yemen 4 months ago. #YemenChildren http://t.co/9UoQyNnV8o,"",Yemen,YemenChildren,"","",http://pbs.twimg.com/media/CMuwg9lW8AAjKjN.jpg,262
633785444040372224,Tue Aug 18 23:39:59 +0000 2015,"",“1 in 5 women will become a victim of rape or attempted rape” Our Exec Dir on horrors of sexual violence http://t.co/lDVimHbYjG #EndViolence,"",EndViolence,"","",http://t.co/lDVimHbYjG,"",203
