name,# followers,followees,location,link,ratio
@AmbahDesigns,333,482,Sydney,https://twitter.com/AmbahDesigns,0.6908713692946058
@Bondi_Beach_,333,807,"Sydney, Australia",https://twitter.com/Bondi_Beach_,0.41263940520446096
@ryonswebdesign,333,2000,"Wylie, TX",https://twitter.com/ryonswebdesign,0.1665
@briskgo,333,1988,"Hobart, Australia",https://twitter.com/briskgo,0.1675050301810865
@grow_trees,333,89,"Mumbai, India",https://twitter.com/grow_trees,3.741573033707865
@RotaryClubWN,333,656,Wollondilly NSW Australia,https://twitter.com/RotaryClubWN,0.5076219512195121
@MScSusan,333,1002,Canberra-Melbourne-Sydney,https://twitter.com/MScSusan,0.3323353293413174
@W4WA4A,333,542,International,https://twitter.com/W4WA4A,0.6143911439114391
@Buyequip,333,257,"Zillmere, Brisbane, QLD",https://twitter.com/Buyequip,1.2957198443579767
@emmygraphy24,333,1994,NIGERIA,https://twitter.com/emmygraphy24,0.1670010030090271
@MN_CommEnviro,333,1074,,https://twitter.com/MN_CommEnviro,0.3100558659217877
@ARIESatMQ,333,380,"Sydney, Australia",https://twitter.com/ARIESatMQ,0.8763157894736842
@JimminyjamF,333,1133,sydney,https://twitter.com/JimminyjamF,0.293909973521624
@Weedsteamers,333,1140,Melbourne,https://twitter.com/Weedsteamers,0.29210526315789476
@lukedm90,333,926,"Brisbane, Australia",https://twitter.com/lukedm90,0.3596112311015119
@StephBurgess4,332,649,,https://twitter.com/StephBurgess4,0.5115562403697997
@MelCshn,332,931,"Melbourne, Australia.",https://twitter.com/MelCshn,0.35660580021482274
@votebicknell,332,1636,"Jackson County, GA",https://twitter.com/votebicknell,0.20293398533007334
@FrancesLouise,332,784,"Brisbane, Australia",https://twitter.com/FrancesLouise,0.42346938775510207
@soiltosupper,332,456,"Sunshine Coast, Qld, AUS",https://twitter.com/soiltosupper,0.7280701754385965
@BlickCreative,332,694,"Melbourne, Australia",https://twitter.com/BlickCreative,0.4783861671469741
@sensory7,331,1087,"Canberra ACT, Australia",https://twitter.com/sensory7,0.3045078196872125
@PRISM_IS,331,1873,"Parramatta, Australia",https://twitter.com/PRISM_IS,0.17672183662573412
@Amarial1,331,1298,"Cabarita Beach, NSW, Australia",https://twitter.com/Amarial1,0.25500770416024654
@Lizzie_Jarvis,331,441,London,https://twitter.com/Lizzie_Jarvis,0.7505668934240363
@DavidMBriggs,331,1139,"proud westie, Sydney",https://twitter.com/DavidMBriggs,0.2906057945566286
@Hivefeed,330,756,"Melbourne, Australia",https://twitter.com/Hivefeed,0.4365079365079365
@rawildlife,330,540,Australia,https://twitter.com/rawildlife,0.6111111111111112
@WasteNotApp,330,194,"Melbourne, Australia",https://twitter.com/WasteNotApp,1.7010309278350515
@joshjones675,330,2011,perth,https://twitter.com/joshjones675,0.16409746394828442
@astoundingmatt,330,766,Inner North & South Gippsland,https://twitter.com/astoundingmatt,0.4308093994778068
@aquilae57,330,852,Australia,https://twitter.com/aquilae57,0.3873239436619718
@AlexKrleski,330,998,"Perth, WA",https://twitter.com/AlexKrleski,0.3306613226452906
@GreenLittleMoon,330,1951,,https://twitter.com/GreenLittleMoon,0.16914402870322912
@JennyForster7,330,834,,https://twitter.com/JennyForster7,0.39568345323741005
@smarttdj,330,1998,"Canberra, Australian Capital Territory",https://twitter.com/smarttdj,0.16516516516516516
@waterpenny10,330,324,"IAE, University of Canberra",https://twitter.com/waterpenny10,1.0185185185185186
@Allstrut,330,832,Canberra,https://twitter.com/Allstrut,0.39663461538461536
@Envirotecture,329,389,"48 Kalang Rd, Elanora",https://twitter.com/Envirotecture,0.8457583547557841
@TaraOldfield,329,406,Melbourne,https://twitter.com/TaraOldfield,0.8103448275862069
@oepiproject,329,968,Berlin,https://twitter.com/oepiproject,0.33987603305785125
@SamuelKillin,329,1167,"Sydney, New South Wales",https://twitter.com/SamuelKillin,0.2819194515852613
@vegetableseed,329,500,Australia,https://twitter.com/vegetableseed,0.658
@TrinityBeachFNQ,329,422,"Trinity Beach, Australia",https://twitter.com/TrinityBeachFNQ,0.7796208530805687
@TarraBulgaNP,329,270,Balook,https://twitter.com/TarraBulgaNP,1.2185185185185186
@rebuildfam,329,859,Florida ,https://twitter.com/rebuildfam,0.3830034924330617
@FieldEnergy,329,743,Tenn.,https://twitter.com/FieldEnergy,0.4427994616419919
@peaceconvergenc,329,695,Australia,https://twitter.com/peaceconvergenc,0.47338129496402875
@gordonrenouf,329,650,"Sydney, Australia",https://twitter.com/gordonrenouf,0.5061538461538462
@bennypeacock,329,158,The slums of Bondi,https://twitter.com/bennypeacock,2.0822784810126582
@AnnabelleEdkins,329,1293,"Adelaide, South Australia",https://twitter.com/AnnabelleEdkins,0.25444702242846096
@MatinaLoizou,329,1139,UK,https://twitter.com/MatinaLoizou,0.28884986830553117
@blossomproject,328,487,"Moorabbin, Vic, Australia",https://twitter.com/blossomproject,0.6735112936344969
@scorpwings12,328,1674,,https://twitter.com/scorpwings12,0.1959378733572282
@SoSilverFish,328,509,"London, UK",https://twitter.com/SoSilverFish,0.6444007858546169
@RenanBuri,328,1968,SP Brasil,https://twitter.com/RenanBuri,0.16666666666666666
@sandy_lee09,328,1726,Australia,https://twitter.com/sandy_lee09,0.19003476245654694
@GOGREEN74415709,328,999,France,https://twitter.com/GOGREEN74415709,0.3283283283283283
@majormeaud,328,2000,East Africa,https://twitter.com/majormeaud,0.164
@JacquomoMonk,328,831,"IMAS, University of Tasmania",https://twitter.com/JacquomoMonk,0.394705174488568
@LarsChresta,328,821,"London, UK",https://twitter.com/LarsChresta,0.3995127892813642
@FionaGreensCal,327,684,Caloundra,https://twitter.com/FionaGreensCal,0.4780701754385965
@tthomsonEIANZ,327,985,Brisbane,https://twitter.com/tthomsonEIANZ,0.3319796954314721
@StanleyYokwe,327,740,"Geraldton, Western Australia",https://twitter.com/StanleyYokwe,0.4418918918918919
@GHCMA,327,123,"Hamilton, Victoria",https://twitter.com/GHCMA,2.658536585365854
@addieleene,327,873,Sydney,https://twitter.com/addieleene,0.3745704467353952
@Property__AUS,327,937,Australia,https://twitter.com/Property__AUS,0.3489861259338314
@saveNCnature,327,364,Byron Bay,https://twitter.com/saveNCnature,0.8983516483516484
@random_planter,327,123,"Samford  Valley, Queensland",https://twitter.com/random_planter,2.658536585365854
@brenthooley,327,1348,"Melbourne, Australia",https://twitter.com/brenthooley,0.24258160237388723
@michelle_shacks,327,751,Sydney,https://twitter.com/michelle_shacks,0.43541944074567246
@EnableEnergy,327,1232,"Auburn, CA",https://twitter.com/EnableEnergy,0.26542207792207795
@crackaShaun,327,1398,Sydney NSW,https://twitter.com/crackaShaun,0.23390557939914164
@matthewjhammond,327,602,Melbourne,https://twitter.com/matthewjhammond,0.5431893687707641
@karen_iles,327,660,Sydney,https://twitter.com/karen_iles,0.4954545454545455
@AA2SaveEnergy,327,189,Australia,https://twitter.com/AA2SaveEnergy,1.7301587301587302
@GoggieK,327,1583,,https://twitter.com/GoggieK,0.2065698041692988
@leena_green,327,1032,,https://twitter.com/leena_green,0.3168604651162791
@HuwSlater,327,1278,Beijing,https://twitter.com/HuwSlater,0.25586854460093894
@cmhensch,326,573,"Melbourne, Australia",https://twitter.com/cmhensch,0.568935427574171
@PortiaOdell,326,777,"Perth, Australia",https://twitter.com/PortiaOdell,0.4195624195624196
@greengroovytees,326,1212,"Byron Bay, Australia",https://twitter.com/greengroovytees,0.26897689768976896
@bex_s2,326,776,Melbourne,https://twitter.com/bex_s2,0.42010309278350516
@cathsmith49,326,755,,https://twitter.com/cathsmith49,0.43178807947019865
@TimreedTim,326,1777,"fort smith, Arkansas",https://twitter.com/TimreedTim,0.18345526167698367
@PhilBradley10,326,608,Parramatta,https://twitter.com/PhilBradley10,0.5361842105263158
@greengrandad,326,1228,"Cheshire, UK",https://twitter.com/greengrandad,0.26547231270358307
@TerralinguaBCD,326,295,British Columbia,https://twitter.com/TerralinguaBCD,1.1050847457627118
@water_borne,326,751,New Zealand ,https://twitter.com/water_borne,0.4340878828229028
@SpreeEnterprise,326,877,"Melbourne, Australia",https://twitter.com/SpreeEnterprise,0.3717217787913341
@ColinLambie1,326,789,,https://twitter.com/ColinLambie1,0.4131812420785805
@AcresAustralia,326,121,Sunshine Coast Queensland,https://twitter.com/AcresAustralia,2.6942148760330578
@Greenbank01,326,507,Australia,https://twitter.com/Greenbank01,0.6429980276134122
@VChristabel,325,1005,"Tyalgum, New South Wales",https://twitter.com/VChristabel,0.32338308457711445
@shufflewriter,325,610,"Sunshine Coast, QLD, Australia",https://twitter.com/shufflewriter,0.5327868852459017
@graceverity73,325,518,Australia,https://twitter.com/graceverity73,0.6274131274131274
@Jessicawheelock,325,1261,"Queensland, Australia",https://twitter.com/Jessicawheelock,0.25773195876288657
@johnlightrider,325,833,Winchester Virginia ,https://twitter.com/johnlightrider,0.39015606242497
@CameronRosen,325,530,"Sydney, NSW, Australia",https://twitter.com/CameronRosen,0.6132075471698113
@AlysHolz,325,1113,"Sydney, Australia",https://twitter.com/AlysHolz,0.2920035938903863
@heath079,325,2002,look above,https://twitter.com/heath079,0.16233766233766234
@carnivalbold,325,1319,Sydney,https://twitter.com/carnivalbold,0.24639878695981804
@moniquespool,325,1312,"Paramaribo, Suriname",https://twitter.com/moniquespool,0.24771341463414634
@williamsbdog,325,277,"Brisbane, Australia",https://twitter.com/williamsbdog,1.1732851985559567
@Shaunpricenz,325,1503,The Sunny South Pacific,https://twitter.com/Shaunpricenz,0.2162341982701264
@kel_cm_roberts,325,454,"Sydney, Australia",https://twitter.com/kel_cm_roberts,0.7158590308370044
@davidahood43,325,179,Brisbane,https://twitter.com/davidahood43,1.8156424581005586
@ATSTelemetry,324,1473,"Isanti, Minn.",https://twitter.com/ATSTelemetry,0.219959266802444
@trustfornature,324,260,Victoria-wide,https://twitter.com/trustfornature,1.2461538461538462
@anisshavijayan,324,633,"Melbourne, Australia",https://twitter.com/anisshavijayan,0.5118483412322274
@peeker333,324,2000,australia,https://twitter.com/peeker333,0.162
@optimalpower,324,269,Australia,https://twitter.com/optimalpower,1.204460966542751
@heagneywyoming,324,906,New England Region,https://twitter.com/heagneywyoming,0.3576158940397351
@howtodrinkright,324,1579,mhjjkjjkhgjkhj,https://twitter.com/howtodrinkright,0.2051931602279924
@art_matters,324,693,Melbourne,https://twitter.com/art_matters,0.4675324675324675
@robbyhandoyo,324,1901,"T: -7.634969,112.895452",https://twitter.com/robbyhandoyo,0.1704366123093109
@mel_ronca,324,1114,Sydney,https://twitter.com/mel_ronca,0.29084380610412924
@sarahrogersgeog,324,1115,Sydney,https://twitter.com/sarahrogersgeog,0.2905829596412556
@Pumsetoys,324,1598,,https://twitter.com/Pumsetoys,0.20275344180225283
@NickyRidgers,324,140,,https://twitter.com/NickyRidgers,2.3142857142857145
@beyondthinice,324,310,Melbourne,https://twitter.com/beyondthinice,1.0451612903225806
@PACE_MQ,324,270,"Sydney, Australia",https://twitter.com/PACE_MQ,1.2
@researchcarew,323,383,Washington D.C.,https://twitter.com/researchcarew,0.8433420365535248
@CSAEmployment,323,1517,Melbourne ,https://twitter.com/CSAEmployment,0.2129202373104812
@DamionD,323,1995,"-26.18848,28.122656",https://twitter.com/DamionD,0.1619047619047619
@ToddPanietz,323,1672,"Perth, Western Australia",https://twitter.com/ToddPanietz,0.19318181818181818
@GnuradGundidj,323,205,"Glenormiston, Vic, Aust.",https://twitter.com/GnuradGundidj,1.575609756097561
@TristanBayer,323,1041,Venice Beach,https://twitter.com/TristanBayer,0.3102785782901057
@DiggerDogRCA,323,130,Central Tilba NSW,https://twitter.com/DiggerDogRCA,2.4846153846153847
@jakeyarwood,323,1174,"Perth, WA",https://twitter.com/jakeyarwood,0.27512776831345825
@ABSAbilities,323,380,Washington DC,https://twitter.com/ABSAbilities,0.85
@timelessjoe,323,654,Sydney,https://twitter.com/timelessjoe,0.4938837920489297
@innatevalue,323,2000,,https://twitter.com/innatevalue,0.1615
@mashwell7,322,837,"Townsville, Australia",https://twitter.com/mashwell7,0.3847072879330944
@shophys,322,176,,https://twitter.com/shophys,1.8295454545454546
@SpaghettiCircus,322,930,"Mullumbimby, NSW",https://twitter.com/SpaghettiCircus,0.34623655913978496
@Laura_Phillips4,322,1035,Brisbane,https://twitter.com/Laura_Phillips4,0.3111111111111111
@GrantMusgrove,322,1135,In an airport lounge near you?,https://twitter.com/GrantMusgrove,0.28370044052863436
@smogmagsyd,322,712,Sydney,https://twitter.com/smogmagsyd,0.45224719101123595
@SBCETODISHA,322,1324,"BHUBANESWAR,ORISSA, INDIA",https://twitter.com/SBCETODISHA,0.243202416918429
@mestevie,322,720,"Sydney, Australia",https://twitter.com/mestevie,0.44722222222222224
@aFacarde,322,830,Australia,https://twitter.com/aFacarde,0.38795180722891565
@kristynms,322,1314,"Fayetteville,AR",https://twitter.com/kristynms,0.2450532724505327
@Zhen_Che,322,1910,New Zealand,https://twitter.com/Zhen_Che,0.16858638743455498
@anneroberts_au,321,988,,https://twitter.com/anneroberts_au,0.3248987854251012
@Arch_United_SA,321,1880,,https://twitter.com/Arch_United_SA,0.17074468085106384
@LeftistLee,321,753,Cooloola Cove QLD AUSTRALIA,https://twitter.com/LeftistLee,0.4262948207171315
@BenRoseveare,321,543,"Farnham, United Kingdom",https://twitter.com/BenRoseveare,0.5911602209944752
@gerkhin,321,402,"Perth, Australia",https://twitter.com/gerkhin,0.7985074626865671
@PoochStays,321,1979,"Melbourne, Victoria",https://twitter.com/PoochStays,0.16220313289540172
@excessads,321,1545,Australia/ Worldwide,https://twitter.com/excessads,0.20776699029126214
@TheRedThreadInc,321,1859,Philadelphia,https://twitter.com/TheRedThreadInc,0.17267348036578806
@eE_advisers,321,1199,World-wide,https://twitter.com/eE_advisers,0.2677231025854879
@Diletta_Luna,321,1183,"Brisbane, Australia",https://twitter.com/Diletta_Luna,0.2713440405748098
@Books_Dresses,321,997,Melbourne Australia,https://twitter.com/Books_Dresses,0.32196589769307926
@Lomandra,321,769,Australia,https://twitter.com/Lomandra,0.4174252275682705
@Hala_murad,321,225,Amman,https://twitter.com/Hala_murad,1.4266666666666667
@candettiaus,320,224,"Adelaide, Brisbane - Australia",https://twitter.com/candettiaus,1.4285714285714286
@cassandradevine,320,519,"Melbourne, Australia",https://twitter.com/cassandradevine,0.6165703275529865
@Cath_Magree,320,1222,"Melbs, Australia",https://twitter.com/Cath_Magree,0.2618657937806874
@tonatiuhmeztli,320,1077,,https://twitter.com/tonatiuhmeztli,0.2971216341689879
@creplainead,320,1972,,https://twitter.com/creplainead,0.16227180527383367
@solarharness,320,690,"Perth, Western Australia ",https://twitter.com/solarharness,0.463768115942029
@mottqld,320,688,"Brisbane, Australia",https://twitter.com/mottqld,0.46511627906976744
@karenagold,320,462,,https://twitter.com/karenagold,0.6926406926406926
@WaterStoneEnerg,320,790,"Melbourne, Australia",https://twitter.com/WaterStoneEnerg,0.4050632911392405
@socialmesch,320,883,"melbourne, australia",https://twitter.com/socialmesch,0.362400906002265
@TheLeadGenCo,320,276,Australia,https://twitter.com/TheLeadGenCo,1.1594202898550725
@OpenToInfo,320,467,earth,https://twitter.com/OpenToInfo,0.6852248394004282
@jaimeloma,320,849,Melbourne,https://twitter.com/jaimeloma,0.37691401648998824
@frogdissectapp,320,845,,https://twitter.com/frogdissectapp,0.378698224852071
@WhereToRide,320,258,Australia,https://twitter.com/WhereToRide,1.2403100775193798
@IsaAnsyori,319,1165,Indonesia,https://twitter.com/IsaAnsyori,0.2738197424892704
@KA_Tipping,319,880,Australia,https://twitter.com/KA_Tipping,0.3625
@Lynquest,319,464,,https://twitter.com/Lynquest,0.6875
@mgiandzi,319,355,Australia,https://twitter.com/mgiandzi,0.8985915492957747
@carocourt1,319,776,,https://twitter.com/carocourt1,0.4110824742268041
@KarumbaPointscp,319,1785,Karumba Queeensland Australia ,https://twitter.com/KarumbaPointscp,0.17871148459383754
@RecycleSmartAUS,319,656,"Sydney, Australia",https://twitter.com/RecycleSmartAUS,0.48628048780487804
@aaqg,319,462,Australia,https://twitter.com/aaqg,0.6904761904761905
@henry_hftso3,319,1991,Hong Kong,https://twitter.com/henry_hftso3,0.16022099447513813
@tankaferleclown,319,2000,Paris 20,https://twitter.com/tankaferleclown,0.1595
@UniflyTweet,318,1259,"Coffs Harbour, Australia",https://twitter.com/UniflyTweet,0.25258141382049243
@BryansBriefs,318,469,"Ocean City, MD",https://twitter.com/BryansBriefs,0.6780383795309168
@AlexEaston1,318,525,Byron Bay,https://twitter.com/AlexEaston1,0.6057142857142858
@DanDevlinMusic,318,1782,Adelaide,https://twitter.com/DanDevlinMusic,0.17845117845117844
@WTillotson,318,1998,,https://twitter.com/WTillotson,0.15915915915915915
@nextlife,318,1977,"Boca Raton, FL",https://twitter.com/nextlife,0.16084977238239756
@greengetaways,318,519,Sydney Australia,https://twitter.com/greengetaways,0.6127167630057804
@Catzimman,318,1470,NW US,https://twitter.com/Catzimman,0.2163265306122449
@mikedudley80,318,506,"Sydney, Australia",https://twitter.com/mikedudley80,0.6284584980237155
@ssbagnell,318,255,"Brisbane, QLD Australia",https://twitter.com/ssbagnell,1.2470588235294118
@simplersjoy,318,1328,"Blue Mountains, Australia",https://twitter.com/simplersjoy,0.2394578313253012
@Don_M_,318,880,,https://twitter.com/Don_M_,0.3613636363636364
@UNALAYNUR,318,1683,Melbourne,https://twitter.com/UNALAYNUR,0.1889483065953654
@pckeane2014,318,635,Australia,https://twitter.com/pckeane2014,0.5007874015748032
@HumanExposure,317,1804,,https://twitter.com/HumanExposure,0.17572062084257206
@ecoshow,317,265,Australia,https://twitter.com/ecoshow,1.1962264150943396
@PeterYacono,317,234,"Melbourne, Australia",https://twitter.com/PeterYacono,1.3547008547008548
@NiciRichter_ACL,317,1298,"Johannesburg, South Africa",https://twitter.com/NiciRichter_ACL,0.24422187981510016
@MN_Education,317,1226,,https://twitter.com/MN_Education,0.25856443719412725
@ahmadmurtajib,317,939,"T: -7.699733,109.663202",https://twitter.com/ahmadmurtajib,0.33759318423855167
@nathankaye,317,216,Australia,https://twitter.com/nathankaye,1.4675925925925926
@MMAXINAustralia,317,1876,Australia,https://twitter.com/MMAXINAustralia,0.1689765458422175
@cassiemichaels,317,719,,https://twitter.com/cassiemichaels,0.44089012517385257
@BaysideCitizen,317,1133,"Bayside, Melbourne, Victoria",https://twitter.com/BaysideCitizen,0.2797881729920565
@geremiaslopes,317,1383,Curitiba - Parana,https://twitter.com/geremiaslopes,0.2292118582791034
@northeastsolar1,317,856,North East England,https://twitter.com/northeastsolar1,0.3703271028037383
@cushtweets,317,734,Townsville,https://twitter.com/cushtweets,0.4318801089918256
@BagladyNI,317,875,Blue Mountains NSW-N Ireland ,https://twitter.com/BagladyNI,0.36228571428571427
@LianaAnitra,316,830,"Tweed, NSW",https://twitter.com/LianaAnitra,0.38072289156626504
@Recycle_Green,316,189,"Australia, UK, Hong Kong",https://twitter.com/Recycle_Green,1.6719576719576719
@Team_Tap,316,1999,Worldwide,https://twitter.com/Team_Tap,0.15807903951975988
@thetreehugger,316,736,,https://twitter.com/thetreehugger,0.42934782608695654
@kittychaser5,316,761,melbourne,https://twitter.com/kittychaser5,0.4152431011826544
@MelissaWestgate,316,774,Glenelg ,https://twitter.com/MelissaWestgate,0.4082687338501292
@bikewestcoastus,316,1318,spain,https://twitter.com/bikewestcoastus,0.23975720789074356
@fouadnz,316,1694,Vice President Hill Intl,https://twitter.com/fouadnz,0.18654073199527746
@IDreamofGinaDoc,316,1431,,https://twitter.com/IDreamofGinaDoc,0.22082459818308875
@Jofacekillah,316,1061,Parkville,https://twitter.com/Jofacekillah,0.29783223374175305
@MargaretEgan,316,1215,"Bklyn, the enchanted borough",https://twitter.com/MargaretEgan,0.26008230452674896
@leofieldgrass,316,140,Melbourne,https://twitter.com/leofieldgrass,2.257142857142857
@HFHRWC,316,634,Northern Neck of Virginia,https://twitter.com/HFHRWC,0.49842271293375395
@better_planet,316,1098,London,https://twitter.com/better_planet,0.2877959927140255
@mgm_ensor,315,1026,Brisbane. Qld.  Australia,https://twitter.com/mgm_ensor,0.30701754385964913
@kath13449747,315,1931,"Burleigh Heads, Gold Coast",https://twitter.com/kath13449747,0.1631279129984464
@MarkStavrakis,315,1365,South Africa,https://twitter.com/MarkStavrakis,0.23076923076923078
@KeyProServ,315,687,"Dallas, Texas",https://twitter.com/KeyProServ,0.4585152838427948
@delphineriley1,315,1781,Western Australia,https://twitter.com/delphineriley1,0.17686692869174622
@alexlgtaylor,315,671,"Adelaide, South Australia ",https://twitter.com/alexlgtaylor,0.46944858420268254
@2671949,315,2001,Perth Western Australia ,https://twitter.com/2671949,0.15742128935532235
@felicitiskye,315,1979,Lyon,https://twitter.com/felicitiskye,0.15917129863567459
@FoodSwapGeelong,315,102,"Geelong, Victoria",https://twitter.com/FoodSwapGeelong,3.088235294117647
@GrangeP12,315,386,Hoppers Crossing,https://twitter.com/GrangeP12,0.8160621761658031
@thessbigd,314,1570,Australia,https://twitter.com/thessbigd,0.2
@tobykent01,314,233,"Melbourne, Australia",https://twitter.com/tobykent01,1.3476394849785407
@MAPW_Australia,314,766,Melbourne,https://twitter.com/MAPW_Australia,0.40992167101827676
@golfman1974,314,959,Sydney,https://twitter.com/golfman1974,0.32742440041710114
@SpectreEnergy,314,1994,"Houston, Texas",https://twitter.com/SpectreEnergy,0.15747241725175526
@diankembar,314,262,"Jakarta, Indonesia",https://twitter.com/diankembar,1.1984732824427482
@coolsummerfest,314,395,"Mt Hotham, Australia.",https://twitter.com/coolsummerfest,0.7949367088607595
@cahill_amanda,314,524,Brisbane,https://twitter.com/cahill_amanda,0.5992366412213741
@KimbaBooks,314,943,Broome,https://twitter.com/KimbaBooks,0.3329798515376458
@svh213,314,1339, Boston,https://twitter.com/svh213,0.23450336071695296
@mscarff,314,405,Australia,https://twitter.com/mscarff,0.7753086419753087
@Aquapuppy,314,1200,"Karlsruhe, Germany",https://twitter.com/Aquapuppy,0.26166666666666666
@rtamigniaux,314,547,Seattle,https://twitter.com/rtamigniaux,0.5740402193784278
@GQRPL,314,1303,"Sydney, Australia",https://twitter.com/GQRPL,0.2409823484267076
@nicbar26,314,918,"Melbourne, AU",https://twitter.com/nicbar26,0.3420479302832244
@HARWYN,313,829,"Melbourne, Australia",https://twitter.com/HARWYN,0.3775633293124246
@aurora__design,313,721,melbourne,https://twitter.com/aurora__design,0.43411927877947293
@Anatole68,313,1991,,https://twitter.com/Anatole68,0.15720743345052737
@CRANAplus,313,170,Australia,https://twitter.com/CRANAplus,1.8411764705882352
@conserveindia,313,196,"Delhi, India",https://twitter.com/conserveindia,1.596938775510204
@phunnyfotos,313,1219,"Victoria, Australia",https://twitter.com/phunnyfotos,0.25676784249384743
@MarkBakerJones,313,1220,"Brisbane, Queensland",https://twitter.com/MarkBakerJones,0.2565573770491803
@LaurenceParker1,313,1997,,https://twitter.com/LaurenceParker1,0.15673510265398097
@HealthyWaterway,313,220,"Brisbane, Australia",https://twitter.com/HealthyWaterway,1.4227272727272726
@NELA_Australia,313,487,Australia,https://twitter.com/NELA_Australia,0.6427104722792608
@ohseyokr,313,1968,,https://twitter.com/ohseyokr,0.15904471544715448
@SingCore1,313,1604,,https://twitter.com/SingCore1,0.19513715710723192
@MoonlitSanctuar,313,187,Pearcedale Vic,https://twitter.com/MoonlitSanctuar,1.6737967914438503
@SBakes27,312,1275,"Nabiac, NSW, Australia",https://twitter.com/SBakes27,0.2447058823529412
@DannyWalsh43,312,988,Melbourne,https://twitter.com/DannyWalsh43,0.3157894736842105
@EVBrauner,312,1966,"Brisbane, Australia",https://twitter.com/EVBrauner,0.15869786368260427
@mrockbrune,312,1938,"42 Wallaby Way, Sydney",https://twitter.com/mrockbrune,0.1609907120743034
@AngeBendall,312,1063,Queenslander!!,https://twitter.com/AngeBendall,0.29350893697083724
@TradeSecrets_09,312,438,,https://twitter.com/TradeSecrets_09,0.7123287671232876
@heyjudeinbris,312,447,"Brisbane, Queensland",https://twitter.com/heyjudeinbris,0.697986577181208
@pelagikat,312,493,Melbourne,https://twitter.com/pelagikat,0.6328600405679513
@CasLaborUnion,312,1954,"Brisbane, Australia",https://twitter.com/CasLaborUnion,0.15967246673490276
@Valmont_Aus,312,225,Across Australia,https://twitter.com/Valmont_Aus,1.3866666666666667
@KohRaEcolodge,312,1953,"Ko Ra, Khuraburi, Thailand",https://twitter.com/KohRaEcolodge,0.1597542242703533
@NCZooUNITE,312,576,"Kibale National Park, Uganda",https://twitter.com/NCZooUNITE,0.5416666666666666
@HabitatHeroes,312,443,Earth,https://twitter.com/HabitatHeroes,0.7042889390519187
@Katie_Princess3,312,871,Canberra,https://twitter.com/Katie_Princess3,0.3582089552238806
@michaeljdorsch,312,1589,"New York, NY",https://twitter.com/michaeljdorsch,0.19634990560100693
@TSI_Climate,312,324,,https://twitter.com/TSI_Climate,0.9629629629629629
@truewolfmovie,311,283,"Missoula, Montana",https://twitter.com/truewolfmovie,1.098939929328622
@CAFEKAHUNAVAN,311,547,"GOLD COAST, AU",https://twitter.com/CAFEKAHUNAVAN,0.5685557586837294
@stephanite,311,448,"Sydney, Australia",https://twitter.com/stephanite,0.6941964285714286
@OttoDave,311,1961,Adelaide,https://twitter.com/OttoDave,0.15859255481896992
@orcaella1,311,568,,https://twitter.com/orcaella1,0.5475352112676056
@Whispers_Wild,311,1147,Johannesburg South Africa,https://twitter.com/Whispers_Wild,0.27114210985178727
@enviro_al,311,275,"Perth, Western Australia",https://twitter.com/enviro_al,1.1309090909090909
@HQPort,311,1778,"Port Macquarie, NSW 2444",https://twitter.com/HQPort,0.1749156355455568
@Stuff_by_Craig,311,1873,"Sydney, Australia",https://twitter.com/Stuff_by_Craig,0.16604378003203418
@pitriarahayu,311,1033,Indonesian,https://twitter.com/pitriarahayu,0.3010648596321394
@FactorTen,311,490,Melbourne,https://twitter.com/FactorTen,0.6346938775510204
@CoursesOnlineau,311,1835,Australia,https://twitter.com/CoursesOnlineau,0.16948228882833788
@LeoHerw,311,813,,https://twitter.com/LeoHerw,0.38253382533825336
@DanielCrute,311,600,"Melbourne, Australia",https://twitter.com/DanielCrute,0.5183333333333333
@ilovesparkles60,311,1042,Massachusetts,https://twitter.com/ilovesparkles60,0.29846449136276393
@EnergyWorksPLC,311,543,"UK, Dubai",https://twitter.com/EnergyWorksPLC,0.572744014732965
@arisafari92,310,1655,"Hamilton, New Zealand",https://twitter.com/arisafari92,0.18731117824773413
@zacpower14,310,1443,"Geelong, Australia",https://twitter.com/zacpower14,0.21483021483021483
@fullmoisture,310,910,,https://twitter.com/fullmoisture,0.34065934065934067
@cobs4340,310,814,Queensland,https://twitter.com/cobs4340,0.3808353808353808
@canardu29,310,2002,Brest,https://twitter.com/canardu29,0.15484515484515485
@charlenebroad,310,829,"Manila, Philippines",https://twitter.com/charlenebroad,0.37394451145958985
@trivoci,310,256,"T: 32.699553,-97.392746",https://twitter.com/trivoci,1.2109375
@RoslynMatsuo292,310,1416,Harrisburg,https://twitter.com/RoslynMatsuo292,0.2189265536723164
@ReneSolaAus,310,308,"QLD, VIC, NSW, SA, & WA",https://twitter.com/ReneSolaAus,1.0064935064935066
@AndersonColinR,310,624,"Coventry, UK",https://twitter.com/AndersonColinR,0.4967948717948718
@mark_higginson,310,432,"Sydney and Katoomba, Australia",https://twitter.com/mark_higginson,0.7175925925925926
@preay7,310,329,,https://twitter.com/preay7,0.9422492401215805
@worldsmyoyster,309,1421,,https://twitter.com/worldsmyoyster,0.21745249824067558
@GoYellowstone,309,334,"Provo, UT",https://twitter.com/GoYellowstone,0.9251497005988024
@joffaman44,309,659,"Adelaide, South Australia",https://twitter.com/joffaman44,0.46889226100151743
@Alex_Nock,309,530,Melbourne,https://twitter.com/Alex_Nock,0.5830188679245283
